"","Sitio","Long","Lat","ViaSentido","DATA","VMD"
"34022","AT237",-38.552844,-3.739093,"AV. JOVITA FEITOSA [L-O]","2022-11",18436
"34023","AT237",-38.552844,-3.73909,"AV. JOVITA FEITOSA [L-O]","2022-11",18436
"34024","AT238",-38.55356,-3.7393,"AV. JOVITA FEITOSA [O-L]","2022-11",13586
"34025","AT238",-38.55356,-3.739296,"AV. JOVITA FEITOSA [O-L]","2022-11",13586
"34026","AT239",-38.532628,-3.795444,"AV. DR. SILAS MUNGUBA [L-O]","2022-11",17647
"34027","AT239",-38.532628,-3.79544,"AV. DR. SILAS MUNGUBA [L-O]","2022-11",17647
"34028","AT240",-38.566612,-3.81722,"AV. PRES. COSTA E SILVA [O-L]","2022-11",21553
"34029","AT240",-38.566612,-3.817215,"AV. PRES. COSTA E SILVA [O-L]","2022-11",21553
"34030","AT241",-38.581619,-3.78528,"AV. GEN. OSORIO DE PAIVA [S-N]","2022-11",15940
"34031","AT241",-38.581619,-3.785279,"AV. GEN. OSORIO DE PAIVA [S-N]","2022-11",15940
"34032","AT242",-38.581698,-3.78515,"AV. GEN. OSORIO DE PAIVA [N-S]","2022-11",15181
"34033","AT242",-38.581698,-3.785148,"AV. GEN. OSORIO DE PAIVA [N-S]","2022-11",15181
"34034","AT243",-38.601285,-3.80386,"AV. GEN. OSORIO DE PAIVA [N-S]","2022-11",20042
"34035","AT243",-38.601285,-3.80386,"AV. GEN. OSÓRIO DE PAIVA [N-S]","2022-11",20042
"34036","AT243",-38.601285,-3.803858,"AV. GEN. OSORIO DE PAIVA [N-S]","2022-11",20042
"34037","AT244",-38.602148,-3.80494,"AV. GEN. OSORIO DE PAIVA [S-N]","2022-11",15989
"34038","AT244",-38.602148,-3.80494,"AV. GEN. OSÓRIO DE PAIVA [S-N]","2022-11",15989
"34039","AT244",-38.602148,-3.804939,"AV. GEN. OSORIO DE PAIVA [S-N]","2022-11",15989
"34040","AT245",-38.462412,-3.747885,"AV. SANTOS DUMONT [O-L]","2022-11",10603
"34041","AT245",-38.462412,-3.74788,"AV. SANTOS DUMONT [O-L]","2022-11",10603
"34042","AT247",-38.491712,-3.74684,"AV. ALM. HENRIQUE SABOIA [S-N]","2022-11",25556
"34043","AT247",-38.491712,-3.74684,"AV. ALM. HENRIQUE SABÓIA [S-N]","2022-11",25556
"34044","AT248",-38.559439,-3.740415,"AV. JOVITA FEITOSA [L-O]","2022-11",12008
"34045","AT248",-38.559439,-3.74041,"AV. JOVITA FEITOSA [L-O]","2022-11",12008
"34046","AT249",-38.543475,-3.73966,"AV. JOSE JATAHY [N-S]","2022-11",8486
"34047","AT249",-38.543475,-3.73966,"AV. JOSÉ JATAHY [N-S]","2022-11",8486
"34048","AT249",-38.543475,-3.739657,"AV. JOSE JATAHY [N-S]","2022-11",8486
"34049","AT250",-38.601336,-3.803811,"AV. GEN. OSORIO DE PAIVA [N-S]","2022-11",1053
"34050","AT250",-38.601336,-3.80381,"AV. GEN. OSORIO DE PAIVA [N-S]","2022-11",1053
"34051","AT250",-38.601336,-3.80381,"AV. GEN. OSÓRIO DE PAIVA [N-S]","2022-11",1053
"34052","AT500",-38.498193,-3.744971,"R. BENI DE CARVALHO [L-O]","2022-11",2136
"34053","AT500",-38.498193,-3.74497,"R. BENI DE CARVALHO [L-O]","2022-11",2136
"34054","AT501",-38.499248,-3.74463,"R. BENI DE CARVALHO [L-O]","2022-11",749
"34055","AT501",-38.499248,-3.744626,"R. BENI DE CARVALHO [L-O]","2022-11",749
"34056","AT502",-38.500325,-3.74426,"R. BENI DE CARVALHO [L-O]","2022-11",1039
"34057","AT503",-38.501535,-3.74387,"R. PADRE VALDEVINO [L-O]","2022-11",1079
"34058","AT503",-38.501535,-3.743869,"R. PADRE VALDEVINO [L-O]","2022-11",1079
"34059","AT504",-38.502254,-3.743631,"R. PADRE VALDEVINO [L-O]","2022-11",679
"34060","AT504",-38.502254,-3.74363,"R. PADRE VALDEVINO [L-O]","2022-11",679
"34061","AT505",-38.503149,-3.743421,"R. PADRE VALDEVINO [L-O]","2022-11",2595
"34062","AT505",-38.503149,-3.74342,"R. PADRE VALDEVINO [L-O]","2022-11",2595
"34063","AT506",-38.504192,-3.743093,"R. PADRE VALDEVINO [L-O]","2022-11",927
"34064","AT506",-38.504192,-3.74309,"R. PADRE VALDEVINO [L-O]","2022-11",927
"34065","AT909",-38.547137,-3.720801,"AV. FRANCISCO SA [O-L]","2022-11",289
"34066","AT909",-38.547137,-3.7208,"AV. FRANCISCO SA [O-L]","2022-11",289
"34067","AT909",-38.547137,-3.7208,"AV. FRANCISCO SÁ [O-L]","2022-11",289
"34068","AT915",-38.545859,-3.748361,"AV. JOAO PESSOA [N-S]","2022-11",930
"34069","AT915",-38.545859,-3.74836,"AV. JOAO PESSOA [N-S]","2022-11",930
"34070","AT915",-38.545859,-3.74836,"AV. JOÃO PESSOA [N-S]","2022-11",930
"34071","FS001",-38.552155,-3.800794,"AV. BERNARDO MANUEL [N-S]","2022-11",14049
"34072","FS001",-38.552155,-3.80079,"AV. BERNARDO MANUEL [N-S]","2022-11",14049
"34073","FS003",-38.549173,-3.791091,"AV. BERNARDO MANUEL [N-S]","2022-11",13319
"34074","FS003",-38.549173,-3.79109,"AV. BERNARDO MANUEL [N-S]","2022-11",13319
"34075","FS033",-38.532836,-3.81807,"AV. JUSCELINO KUBITSCHEK [S-N]","2022-11",6504
"34076","FS033",-38.532836,-3.81807,"AV. PRES. JUSCELINO KUBITSCHEK [S-N]","2022-11",6504
"34077","FS033",-38.532836,-3.818065,"AV. JUSCELINO KUBITSCHEK [S-N]","2022-11",6504
"34078","FS063",-38.521031,-3.802721,"AV. ALBERTO CRAVEIRO [S-N]","2022-11",13197
"34079","FS063",-38.521031,-3.80272,"AV. ALBERTO CRAVEIRO [S-N]","2022-11",13197
"34080","FS069",-38.521161,-3.802603,"AV. ALBERTO CRAVEIRO [N-S]","2022-11",15398
"34081","FS069",-38.521161,-3.8026,"AV. ALBERTO CRAVEIRO [N-S]","2022-11",15398
"34082","FS082",-38.510398,-3.769813,"AV. GOV. RAUL BARBOSA [S-N]","2022-11",35357
"34083","FS082",-38.510398,-3.76981,"AV. GOV. RAUL BARBOSA [S-N]","2022-11",35357
"34084","FS086",-38.532391,-3.8172,"AV. JUSCELINO KUBITSCHEK [N-S]","2022-11",12941
"34085","FS086",-38.532391,-3.8172,"AV. PRES. JUSCELINO KUBITSCHEK [N-S]","2022-11",12941
"34086","FS086",-38.532391,-3.817195,"AV. JUSCELINO KUBITSCHEK [N-S]","2022-11",12941
"34087","FS109",-38.514202,-3.723923,"AV. MONSENHOR TABOSA [O-L]","2022-11",10541
"34088","FS109",-38.514202,-3.72392,"AV. MONSENHOR TABOSA [O-L]","2022-11",10541
"34089","FS116",-38.51868,-3.798141,"AV. ALBERTO CRAVEIRO [S-N]","2022-11",16870
"34090","FS116",-38.51868,-3.79814,"AV. ALBERTO CRAVEIRO [S-N]","2022-11",16870
"34091","FS119",-38.52688,-3.737993,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",1570
"34092","FS119",-38.52688,-3.73799,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",1570
"34093","FS120",-38.518832,-3.79791,"AV. ALBERTO CRAVEIRO [N-S]","2022-11",18249
"34094","FS120",-38.518832,-3.797908,"AV. ALBERTO CRAVEIRO [N-S]","2022-11",18249
"34095","FS121",-38.526881,-3.73782,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",1628
"34096","FS121",-38.526881,-3.737819,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",1628
"34097","FS123",-38.541965,-3.73313,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",415
"34098","FS123",-38.541965,-3.733125,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",415
"34099","FS124",-38.538167,-3.734494,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",341
"34100","FS124",-38.538167,-3.73449,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",341
"34101","FS125",-38.534883,-3.735491,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",540
"34102","FS125",-38.534883,-3.73549,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",540
"34103","FS126",-38.532901,-3.736101,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",3576
"34104","FS126",-38.532901,-3.7361,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",3576
"34105","FS127",-38.529984,-3.73717,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",949
"34106","FS127",-38.529984,-3.737166,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",949
"34107","FS128",-38.528334,-3.73756,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",1815
"34108","FS128",-38.528334,-3.737559,"AV. DOMINGOS OLIMPIO [O-L]","2022-11",1815
"34109","FS129",-38.539501,-3.73375,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",730
"34110","FS129",-38.539501,-3.733748,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",730
"34111","FS130",-38.536239,-3.73492,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",607
"34112","FS130",-38.536239,-3.734919,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",607
"34113","FS131",-38.533782,-3.735641,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",1745
"34114","FS131",-38.533782,-3.73564,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",1745
"34115","FS132",-38.531158,-3.7366,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",1292
"34116","FS132",-38.531158,-3.736599,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",1292
"34117","FS133",-38.529917,-3.73701,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",1405
"34118","FS133",-38.529917,-3.737009,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",1405
"34119","FS134",-38.528244,-3.73742,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",2737
"34120","FS134",-38.528244,-3.737419,"AV. DOMINGOS OLIMPIO [L-O]","2022-11",2737
"34121","FS135",-38.489924,-3.74911,"AV. ENG. SANTANA JUNIOR [S-N]","2022-11",10353
"34122","FS135",-38.489924,-3.749106,"AV. ENG. SANTANA JUNIOR [S-N]","2022-11",10353
"34123","FS135",-38.4898118276804,-3.74880108349476,"AV. ENGENHEIRO SANTANA JÚNIOR [S-N]","2022-11",10353
"34124","FS141",-38.549438,-3.792392,"AV. BERNARDO MANUEL [S-N]","2022-11",11698
"34125","FS141",-38.549438,-3.79239,"AV. BERNARDO MANUEL [S-N]","2022-11",11698
"34126","FS142",-38.532926,-3.79525,"AV. DR. SILAS MUNGUBA [O-L]","2022-11",9878
"34127","FS142",-38.532926,-3.795249,"AV. DR. SILAS MUNGUBA [O-L]","2022-11",9878
"34128","FS144",-38.560709,-3.819893,"AV. PRES. COSTA E SILVA [L-O]","2022-11",10170
"34129","FS144",-38.560709,-3.81989,"AV. PRES. COSTA E SILVA [L-O]","2022-11",10170
"34130","FS145",-38.562657,-3.81911,"AV. PRES. COSTA E SILVA [O-L]","2022-11",10717
"34131","FS145",-38.562657,-3.819108,"AV. PRES. COSTA E SILVA [O-L]","2022-11",10717
"34132","FS146",-38.57317,-3.806822,"AV. GODOFREDO MACIEL [N-S]","2022-11",11070
"34133","FS146",-38.57317,-3.80682,"AV. GODOFREDO MACIEL [N-S]","2022-11",11070
"34134","FS147",-38.510391,-3.769414,"AV. GOV. RAUL BARBOSA [N-S]","2022-11",22295
"34135","FS147",-38.510391,-3.76941,"AV. GOV. RAUL BARBOSA [N-S]","2022-11",22295
"34136","FS147",-38.510391,-3.76941,"AV. GOVERNADOR RAUL BARBOSA [N-S]","2022-11",22295
"34137","01385039",-38.560483,-3.71633,"AV. FRANCISCO SA [L-O]","2022-12",8563
"34138","01385039",-38.560483,-3.716327,"AV. FRANCISCO SA [L-O]","2022-12",8563
"34139","01385040",-38.560716,-3.7163,"AV. FRANCISCO SA [O-L]","2022-12",7366
"34140","01385040",-38.560716,-3.716298,"AV. FRANCISCO SA [O-L]","2022-12",7366
"34141","01385042",-38.558674,-3.711175,"AV. PRES. CASTELO BRANCO [L-O]","2022-12",20973
"34142","01385131",-38.564232,-3.73543,"AV. OLAVO BILAC [N-S]","2022-12",6992
"34143","01385131",-38.564232,-3.735429,"AV. OLAVO BILAC [N-S]","2022-12",6992
"34144","01385188",-38.489318,-3.726329,"AV. DA ABOLICAO [L-O]","2022-12",24382
"34145","01385190",-38.539297,-3.82563,"AV. PRES. COSTA E SILVA [L-O]","2022-12",17122
"34146","01385191",-38.539704,-3.825677,"AV. PRES. COSTA E SILVA [O-L]","2022-12",25692
"34147","01385194",-38.517025,-3.753098,"AV. PONTES VIEIRA [L-O]","2022-12",19002
"34148","01385201",-38.536983,-3.724058,"R. GUILHERME ROCHA [L-O]","2022-12",1089
"34149","01385205",-38.584514,-3.732821,"R. DEMETRIO MENEZES [N-S]","2022-12",17505
"34150","01385206",-38.584355,-3.732983,"R. DEMETRIO MENEZES [S-N]","2022-12",19624
"34151","01385210",-38.571247,-3.800637,"AV. GODOFREDO MACIEL [N-S]","2022-12",22738
"34152","01385223",-38.576158,-3.776693,"AV. AUGUSTO DOS ANJOS [N-S]","2022-12",15331
"34153","01385224",-38.57624,-3.776856,"AV. AUGUSTO DOS ANJOS [S-N]","2022-12",14011
"34154","01385226",-38.573816,-3.81213,"AV. PRES. COSTA E SILVA [O-L]","2022-12",8155
"34155","01385241",-38.49348,-3.73773,"AV. SEN. VIRGILIO TAVORA [N-S]","2022-12",9824
"34156","01385241",-38.49348,-3.737728,"AV. SEN. VIRGILIO TAVORA [N-S]","2022-12",9824
"34157","01385244",-38.486929,-3.735896,"AV. JULIO ABREU [L-O]","2022-12",31339
"34158","01385261",-38.486384,-3.73582,"AV. JULIO ABREU [L-O]","2022-12",1900
"34159","01385261",-38.486384,-3.735816,"AV. JULIO ABREU [L-O]","2022-12",1900
"34160","01385262",-38.487645,-3.73587,"AV. JULIO ABREU [L-O]","2022-12",2340
"34161","01385262",-38.487645,-3.735865,"AV. JULIO ABREU [L-O]","2022-12",2340
"34162","01385264",-38.488919,-3.735922,"AV. DOM LUIS [L-O]","2022-12",4939
"34163","01385264",-38.488919,-3.73592,"AV. DOM LUIS [L-O]","2022-12",4939
"34164","01385265",-38.48997,-3.73562,"AV. DOM LUIS [L-O]","2022-12",1658
"34165","01385265",-38.48997,-3.735615,"AV. DOM LUIS [L-O]","2022-12",1658
"34166","01385266",-38.491024,-3.735272,"AV. DOM LUIS [L-O]","2022-12",1733
"34167","01385266",-38.491024,-3.73527,"AV. DOM LUIS [L-O]","2022-12",1733
"34168","01385267",-38.491864,-3.735,"AV. DOM LUIS [L-O]","2022-12",3739
"34169","01385268",-38.492929,-3.73465,"AV. DOM LUIS [L-O]","2022-12",3322
"34170","01385269",-38.494023,-3.734294,"AV. DOM LUIS [L-O]","2022-12",1627
"34171","01385269",-38.494023,-3.73429,"AV. DOM LUIS [L-O]","2022-12",1627
"34172","01385270",-38.494939,-3.733991,"AV. DOM LUIS [L-O]","2022-12",1543
"34173","01385270",-38.494939,-3.73399,"AV. DOM LUIS [L-O]","2022-12",1543
"34174","01385271",-38.495974,-3.73367,"AV. DOM LUIS [L-O]","2022-12",1521
"34175","01385271",-38.495974,-3.733667,"AV. DOM LUIS [L-O]","2022-12",1521
"34176","01385272",-38.496625,-3.733451,"AV. DOM LUIS [L-O]","2022-12",2733
"34177","01385272",-38.496625,-3.73345,"AV. DOM LUIS [L-O]","2022-12",2733
"34178","01385274",-38.498914,-3.732732,"AV. DOM LUIS [L-O]","2022-12",1542
"34179","01385274",-38.498914,-3.73273,"AV. DOM LUIS [L-O]","2022-12",1542
"34180","01385275",-38.499817,-3.732432,"AV. DOM LUIS [L-O]","2022-12",2210
"34181","01385275",-38.499817,-3.73243,"AV. DOM LUIS [L-O]","2022-12",2210
"34182","01385276",-38.500791,-3.73212,"AV. DOM LUIS [L-O]","2022-12",3753
"34183","01385276",-38.500791,-3.732118,"AV. DOM LUIS [L-O]","2022-12",3753
"34184","01385278",-38.524084,-3.738699,"AV. DOMINGOS OLIMPIO [O-L]","2022-12",2393
"34185","01385279",-38.522906,-3.738964,"AV. ANTONIO SALES [O-L]","2022-12",1643
"34186","01385280",-38.521941,-3.739377,"AV. ANTONIO SALES [O-L]","2022-12",1913
"34187","01385281",-38.520982,-3.739687,"AV. ANTONIO SALES [O-L]","2022-12",1433
"34188","01385282",-38.519853,-3.740053,"AV. ANTONIO SALES [O-L]","2022-12",2631
"34189","01385283",-38.51869,-3.740422,"AV. ANTONIO SALES [O-L]","2022-12",1531
"34190","01385284",-38.51768,-3.740739,"AV. ANTONIO SALES [O-L]","2022-12",1486
"34191","01385285",-38.516653,-3.741056,"AV. ANTONIO SALES [O-L]","2022-12",1951
"34192","01385286",-38.515458,-3.741431,"AV. ANTONIO SALES [O-L]","2022-12",1640
"34193","01385287",-38.514569,-3.741701,"AV. ANTONIO SALES [O-L]","2022-12",1367
"34194","01385288",-38.513511,-3.742046,"AV. ANTONIO SALES [O-L]","2022-12",1784
"34195","01385289",-38.512265,-3.742433,"AV. ANTONIO SALES [O-L]","2022-12",2844
"34196","01385290",-38.511274,-3.742736,"AV. ANTONIO SALES [O-L]","2022-12",1617
"34197","01385291",-38.509885,-3.743173,"AV. ANTONIO SALES [O-L]","2022-12",2314
"34198","01385293",-38.508084,-3.743731,"AV. ANTONIO SALES [O-L]","2022-12",2397
"34199","01385294",-38.506864,-3.744104,"AV. ANTONIO SALES [O-L]","2022-12",2120
"34200","01385295",-38.50588,-3.744415,"AV. ANTONIO SALES [O-L]","2022-12",2147
"34201","01385296",-38.504961,-3.744693,"AV. ANTONIO SALES [O-L]","2022-12",1543
"34202","01385297",-38.504103,-3.744953,"AV. ANTONIO SALES [O-L]","2022-12",2317
"34203","01385298",-38.503105,-3.745266,"AV. ANTONIO SALES [O-L]","2022-12",1412
"34204","01385299",-38.501998,-3.745609,"AV. ANTONIO SALES [O-L]","2022-12",2392
"34205","01385300",-38.501051,-3.745896,"AV. ANTONIO SALES [O-L]","2022-12",1762
"34206","01385301",-38.500101,-3.746194,"AV. ANTONIO SALES [O-L]","2022-12",1366
"34207","01385302",-38.499037,-3.746531,"AV. ANTONIO SALES [O-L]","2022-12",1483
"34208","01385303",-38.498261,-3.746774,"AV. ANTONIO SALES [O-L]","2022-12",1588
"34209","01385304",-38.497093,-3.747146,"AV. ANTONIO SALES [O-L]","2022-12",1516
"34210","01385305",-38.496091,-3.747451,"AV. ANTONIO SALES [O-L]","2022-12",1852
"34211","01385306",-38.494954,-3.747803,"AV. ANTONIO SALES [O-L]","2022-12",2326
"34212","01385309",-38.566393,-3.741886,"AV. JOVITA FEITOSA [L-O]","2022-12",4053
"34213","01385310",-38.507666,-3.801952,"AV. DEPUTADO PAULINO ROCHA [N-S]","2022-12",15298
"34214","01385311",-38.507536,-3.801976,"AV. DEPUTADO PAULINO ROCHA [S-N]","2022-12",16021
"34215","01385318",-38.536681,-3.750485,"AV. EDUARDO GIRAO [L-O]","2022-12",9716
"34216","01385318",-38.536681,-3.75048,"AV. EDUARDO GIRAO [L-O]","2022-12",9716
"34217","01385322",-38.588632,-3.78062,"R. VERBENA [N-S]","2022-12",17181
"34218","01385322",-38.588632,-3.780617,"R. VERBENA [N-S]","2022-12",17181
"34219","01385323",-38.587373,-3.78183,"R. ANSELMO NOGUEIRA [S-N]","2022-12",17320
"34220","01385323",-38.587373,-3.781825,"R. ANSELMO NOGUEIRA [S-N]","2022-12",17320
"34221","01385333",-38.509437,-3.721652,"AV. HIST. RAIMUNDO GIRAO [L-O]","2022-12",26734
"34222","01385334",-38.509774,-3.721552,"AV. HIST. RAIMUNDO GIRAO [O-L]","2022-12",9548
"34223","01385350",-38.441226,-3.7657,"AV. DIOGUINHO [N-S]","2022-12",9359
"34224","01385350",-38.441226,-3.765697,"AV. DIOGUINHO [N-S]","2022-12",9359
"34225","01385351",-38.441158,-3.76567,"AV. DIOGUINHO [S-N]","2022-12",8161
"34226","01385354",-38.571303,-3.801228,"AV. GODOFREDO MACIEL [S-N]","2022-12",20631
"34227","01385358",-38.532498,-3.732526,"R. GEN. SAMPAIO [S-N]","2022-12",3109
"34228","01385359",-38.532183,-3.731494,"R. GEN. SAMPAIO [S-N]","2022-12",1328
"34229","01385360",-38.531918,-3.730615,"R. GEN. SAMPAIO [S-N]","2022-12",1480
"34230","01385361",-38.531526,-3.729332,"R. GEN. SAMPAIO [S-N]","2022-12",1515
"34231","01385362",-38.531243,-3.728316,"R. GEN. SAMPAIO [S-N]","2022-12",1347
"34232","01385367",-38.558951,-3.7112,"AV. PRES. CASTELO BRANCO [O-L]","2022-12",19795
"34233","01385369",-38.568722,-3.708389,"AV. PRES. CASTELO BRANCO [O-L]","2022-12",12928
"34234","01385370",-38.574294,-3.706073,"AV. PRES. CASTELO BRANCO [L-O]","2022-12",21939
"34235","01385374",-38.585875,-3.700807,"AV. PRES. CASTELO BRANCO [L-O]","2022-12",12594
"34236","01385375",-38.585925,-3.700892,"AV. PRES. CASTELO BRANCO [O-L]","2022-12",11376
"34237","01385380",-38.461956,-3.725757,"AV. CESAR CALS [S-N]","2022-12",4485
"34238","01385381",-38.462016,-3.725794,"AV. CESAR CALS [N-S]","2022-12",5680
"34239","01385390",-38.588059,-3.790456,"AV. GEN. OSORIO DE PAIVA [S-N]","2022-12",26219
"34240","01385391",-38.588531,-3.790727,"AV. GEN. OSORIO DE PAIVA [N-S]","2022-12",25221
"34241","01385400",-38.525177,-3.746105,"AV. AGUANAMBI [S-N]","2022-12",24071
"34242","01385401",-38.525338,-3.746167,"AV. AGUANAMBI [N-S]","2022-12",25247
"34243","01385406",-38.523401,-3.75127,"AV. AGUANAMBI [S-N]","2022-12",28134
"34244","01385406",-38.523401,-3.751266,"AV. AGUANAMBI [S-N]","2022-12",28134
"34245","01385407",-38.523628,-3.751301,"AV. AGUANAMBI [N-S]","2022-12",41725
"34246","01385407",-38.523628,-3.7513,"AV. AGUANAMBI [N-S]","2022-12",41725
"34247","01385409",-38.607351,-3.810087,"AV. GEN. OSORIO DE PAIVA [N-S]","2022-12",29475
"34248","01385410",-38.607238,-3.810198,"AV. GEN. OSORIO DE PAIVA [S-N]","2022-12",21595
"34249","01385413",-38.448492,-3.750762,"AV. DIOGUINHO [N-S]","2022-12",8049
"34250","01385413",-38.448492,-3.75076,"AV. DIOGUINHO [N-S]","2022-12",8049
"34251","01385414",-38.448427,-3.750734,"AV. DIOGUINHO [S-N]","2022-12",6764
"34252","01385414",-38.448427,-3.75073,"AV. DIOGUINHO [S-N]","2022-12",6764
"34253","01385415",-38.453388,-3.74164,"AV. DIOGUINHO [N-S]","2022-12",6373
"34254","01385415",-38.453388,-3.741638,"AV. DIOGUINHO [N-S]","2022-12",6373
"34255","01385416",-38.453313,-3.741603,"AV. DIOGUINHO [S-N]","2022-12",7064
"34256","01385416",-38.453313,-3.7416,"AV. DIOGUINHO [S-N]","2022-12",7064
"34257","01385419",-38.563283,-3.709892,"AV. PRES. CASTELO BRANCO [L-O]","2022-12",19649
"34258","01385419",-38.563283,-3.70989,"AV. PRES. CASTELO BRANCO [L-O]","2022-12",19649
"34259","01385435",-38.598293,-3.800721,"AV. GEN. OSORIO DE PAIVA [N-S]","2022-12",21602
"34260","01385436",-38.598291,-3.801,"AV. GEN. OSORIO DE PAIVA [S-N]","2022-12",20402
"34261","01385439",-38.587023,-3.766074,"R. PROF. HERIBALDO COSTA [S-N]","2022-12",13056
"34262","01385439",-38.587023,-3.76607,"R. PROF. HERIBALDO COSTA [S-N]","2022-12",13056
"34263","01385452",-38.539201,-3.741024,"AV. DA UNIVERSIDADE [S-N]","2022-12",20645
"34264","01385452",-38.539201,-3.74102,"AV. DA UNIVERSIDADE [S-N]","2022-12",20645
"34265","01385453",-38.539331,-3.741101,"AV. DA UNIVERSIDADE [S-N]","2022-12",3
"34266","01385453",-38.539331,-3.7411,"AV. DA UNIVERSIDADE [S-N]","2022-12",3
"34267","01385454",-38.55673,-3.717592,"AV. FRANCISCO SA [L-O]","2022-12",15968
"34268","01385454",-38.55673,-3.71759,"AV. FRANCISCO SA [L-O]","2022-12",15968
"34269","01385455",-38.556756,-3.717633,"AV. FRANCISCO SA [O-L]","2022-12",15255
"34270","01385455",-38.556756,-3.71763,"AV. FRANCISCO SA [O-L]","2022-12",15255
"34271","01385456",-38.549428,-3.752334,"AV. JOAO PESSOA [N-S]","2022-12",1129
"34272","01385456",-38.549428,-3.75233,"AV. JOAO PESSOA [N-S]","2022-12",1129
"34273","01385457",-38.549493,-3.75248,"AV. JOAO PESSOA [S-N]","2022-12",19573
"34274","01385458",-38.553544,-3.757013,"AV. JOAO PESSOA [S-N]","2022-12",25382
"34275","01385458",-38.553544,-3.75701,"AV. JOAO PESSOA [S-N]","2022-12",25382
"34276","01385459",-38.572192,-3.71233,"AV. FRANCISCO SA [L-O]","2022-12",11976
"34277","01385459",-38.572192,-3.712327,"AV. FRANCISCO SA [L-O]","2022-12",11976
"34278","01385460",-38.572359,-3.712314,"AV. FRANCISCO SA [O-L]","2022-12",10244
"34279","01385460",-38.572359,-3.71231,"AV. FRANCISCO SA [O-L]","2022-12",10244
"34280","01385461",-38.49845,-3.736213,"AV. SANTOS DUMONT [O-L]","2022-12",13805
"34281","01385461",-38.49845,-3.73621,"AV. SANTOS DUMONT [O-L]","2022-12",13805
"34282","01385462",-38.574354,-3.706222,"AV. PRES. CASTELO BRANCO [O-L]","2022-12",20436
"34283","01385463",-38.582893,-3.78442,"AV. AUGUSTO DOS ANJOS [N-S]","2022-12",9550
"34284","01385463",-38.582893,-3.784416,"AV. AUGUSTO DOS ANJOS [N-S]","2022-12",9550
"34285","01385464",-38.582977,-3.78459,"AV. AUGUSTO DOS ANJOS [S-N]","2022-12",17674
"34286","01385464",-38.582977,-3.784589,"AV. AUGUSTO DOS ANJOS [S-N]","2022-12",17674
"34287","01385465",-38.520707,-3.72741,"R. COSTA BARROS [L-O]","2022-12",15293
"34288","01385465",-38.520707,-3.727408,"R. COSTA BARROS [L-O]","2022-12",15293
"34289","01385466",-38.566748,-3.78737,"AV. GODOFREDO MACIEL [S-N]","2022-12",20767
"34290","01385467",-38.56465,-3.779562,"AV. GODOFREDO MACIEL [S-N]","2022-12",18281
"34291","01385467",-38.56465,-3.77956,"AV. GODOFREDO MACIEL [S-N]","2022-12",18281
"34292","01385468",-38.564655,-3.779303,"AV. GODOFREDO MACIEL [N-S]","2022-12",16192
"34293","01385468",-38.564655,-3.7793,"AV. GODOFREDO MACIEL [N-S]","2022-12",16192
"34294","01385469",-38.547673,-3.732085,"AV. BEZERRA DE MENEZES [L-O]","2022-12",21589
"34295","01385469",-38.547673,-3.73208,"AV. BEZERRA DE MENEZES [L-O]","2022-12",21589
"34296","01385470",-38.560978,-3.73482,"AV. BEZERRA DE MENEZES [L-O]","2022-12",19417
"34297","01385470",-38.560968,-3.734875,"AV. BEZERRA DE MENEZES [L-O]","2022-12",19417
"34298","01385471",-38.566361,-3.735942,"AV. BEZERRA DE MENEZES [L-O]","2022-12",30751
"34299","01385471",-38.566361,-3.73594,"AV. BEZERRA DE MENEZES [L-O]","2022-12",30751
"34300","01385472",-38.560836,-3.7698,"AV. JOAO PESSOA [S-N]","2022-12",21248
"34301","01385472",-38.560836,-3.769798,"AV. JOAO PESSOA [S-N]","2022-12",21248
"34302","01385473",-38.560892,-3.76978,"AV. JOAO PESSOA [N-S]","2022-12",14373
"34303","01385473",-38.560892,-3.769775,"AV. JOAO PESSOA [N-S]","2022-12",14373
